H,Tub,Date,Temp,pH,DO1,DO2,Salinity,Time
H5,5C,11/30/19,9.5,7.44,4.74,51.6,34.24,12:12
H6,6A,11/30/19,9.3,7.42,4.8,52,34.24,12:13
H6,6B,11/30/19,9.5,7.41,4.64,50.8,34.25,12:14
H6,6C,11/30/19,9.5,7.41,4.74,51.6,34.24,12:14
H1,1A,12/1/19,11.4,7.69,7.53,85.5,34.07,12:12
H1,1B,12/1/19,11.3,7.74,8.21,93,34.01,12:09
H1,1C,12/1/19,11.4,7.75,8.17,93.2,34.02,12:10
H2,2A,12/1/19,10.9,7.67,7.18,80.7,34.01,12:11
H2,2B,12/1/19,10.8,7.69,7.17,80,34,12:13
H2,2C,12/1/19,10.9,7.69,7.18,80.3,34,12:13
H3,3A,12/1/19,10.1,7.59,6.03,66.6,33.99,12:15
H3,3B,12/1/19,10.1,7.58,5.87,64.7,33.99,12:16
H3,3C,12/1/19,10.1,7.58,5.8,64.2,33.98,12:16
H4,4A,12/1/19,9.7,7.5,5.05,55.2,34.01,12:17
H4,4B,12/1/19,9.7,7.5,5.01,54.8,34,12:18
H4,4C,12/1/19,9.8,7.5,4.94,54.1,33.99,12:19
H5,5A,12/1/19,9.4,7.46,4.62,50.2,34,12:20
H5,5B,12/1/19,9.5,7.46,4.55,49.5,33.99,12:21
H5,5C,12/1/19,9.5,7.45,4.42,48.1,33.99,12:22
H6,6A,12/1/19,9.6,7.44,4.93,53.9,34,12:23
H6,6B,12/1/19,9.8,7.42,4.67,51.2,34.02,12:24
H6,6C,12/1/19,9.8,7.43,4.99,54.8,34.01,12:25
H1,1A,12/2/19,12,7.73,7.02,80.2,33.61,10:31
H1,1B,12/2/19,11.9,7.76,8.09,92.4,33.35,10:32
H1,1C,12/2/19,11.9,7.76,8.31,94.1,33.41,10:33
H2,2A,12/2/19,11.6,7.68,7.23,82.1,33.41,10:34
H2,2B,12/2/19,11.6,7.67,6.99,79.6,33.38,10:35
H2,2C,12/2/19,11.6,7.69,7.2,81.8,33.3,10:36
H3,3A,12/2/19,11.2,7.6,5.76,64.8,33.29,10:49
H3,3B,12/2/19,11.2,7.59,5.7,64.1,33.3,10:50
H3,3C,12/2/19,11.2,7.6,5.74,64.8,33.27,10:51
H4,4A,12/2/19,11.1,7.53,5.07,56.9,33.36,10:52
H4,4B,12/2/19,11,7.53,5.08,56.9,33.33,10:53
H4,4C,12/2/19,11.1,7.53,5.05,56.7,33.34,10:53
H5,5A,12/2/19,10.9,7.48,4.63,51.7,33.33,10:54
H5,5B,12/2/19,10.9,7.48,4.54,50.6,33.35,10:55
H5,5C,12/2/19,10.9,7.47,4.34,48.6,33.36,10:56
H6,6A,12/2/19,10.9,7.44,4.39,49,33.37,10:57
H6,6B,12/2/19,11,7.42,4.32,48.3,33.46,10:58
H6,6C,12/2/19,10.9,7.43,4.34,48.6,33.42,10:59
H1,1A,12/3/19,11.8,7.74,7.36,84.1,33.65,12:43
H1,1B,12/3/19,11.8,7.78,8.01,91.4,33.7,12:44
H1,1C,12/3/19,11.9,7.78,8.04,92,33.69,12:45
H2,2A,12/3/19,11.2,7.71,7.62,85.9,33.69,12:46
H2,2B,12/3/19,11.1,7.7,7.39,83.3,33.69,12:46
H2,2C,12/3/19,11.2,7.71,7.55,85.2,33.69,12:47
H3,3A,12/3/19,10.3,7.6,6.04,66.7,33.69,12:48
H3,3B,12/3/19,10.3,7.59,6,66.4,33.69,12:49
H3,3C,12/3/19,10.4,7.6,5.94,65.9,33.68,12:50
H4,4A,12/3/19,9.9,7.52,5.33,58.5,33.67,12:51
H4,4B,12/3/19,10,7.53,5.33,58.3,33.68,12:52
H4,4C,12/3/19,10.1,7.53,5.26,57.7,33.68,12:53
H5,5A,12/3/19,9.6,7.48,4.71,51.2,33.68,12:54
H5,5B,12/3/19,9.7,7.48,4.73,51.6,33.68,12:54
H5,5C,12/3/19,9.8,7.48,4.51,49,33.68,12:55
H6,6A,12/3/19,9.5,7.45,4.33,47,33.68,12:56
H6,6B,12/3/19,9.7,7.44,4.45,48.5,33.68,12:57
H6,6C,12/3/19,9.6,7.44,4.54,49.3,33.68,12:58
H1,1A,12/4/19,12.1,7.61,7.23,82.6,33.69,10:48
H1,1B,12/4/19,12,7.72,8.84,101.4,33.65,10:49
H1,1C,12/4/19,12.1,7.73,8.72,100.2,33.65,10:50
H2,2A,12/4/19,11.5,7.65,7.5,85,33.66,10:50
H2,2B,12/4/19,11.4,7.64,7.43,84.1,33.65,10:51
H2,2C,12/4/19,11.5,7.66,7.71,87.4,33.65,10:52
H3,3A,12/4/19,10.5,7.57,6.25,69.4,33.64,10:53
H3,3B,12/4/19,10.5,7.53,5.59,62.1,33.64,10:54
H3,3C,12/4/19,10.6,7.56,6,66.7,33.64,10:55
H4,4A,12/4/19,10.1,7.48,5.05,55.3,33.64,10:56
H4,4B,12/4/19,10.1,7.48,5.04,55.2,33.63,10:56
H4,4C,12/4/19,10.2,7.49,5.13,56.5,33.63,10:57
H5,5A,12/4/19,9.7,7.45,4.63,50.4,33.63,10:58
H5,5B,12/4/19,9.8,7.44,4.04,44.1,33.63,10:59
H5,5C,12/4/19,9.8,7.44,4.26,46.6,33.63,11:00
H6,6A,12/4/19,9.7,7.43,4.41,48.2,33.63,11:00
H6,6B,12/4/19,10,7.41,4.56,50.1,33.63,11:01
H6,6C,12/4/19,9.9,7.41,4.3,47.2,33.63,11:02
H1,1A,12/5/19,12.2,7.68,8.05,92.6,33.59,12:21
H1,1B,12/5/19,12.1,7.77,9.1,104.3,33.5,12:22
H1,1C,12/5/19,12.2,7.74,8.53,98,33.52,12:23
H2,2A,12/5/19,11.5,7.67,7.66,86.8,33.52,12:24
H2,2B,12/5/19,11.5,7.68,7.65,86.6,33.5,12:25
H2,2C,12/5/19,11.5,7.7,7.92,89.6,33.5,12:26
H3,3A,12/5/19,10.6,7.6,6.54,72.7,33.5,12:26
H3,3B,12/5/19,10.6,7.59,6.24,69.4,33.5,12:27
H3,3C,12/5/19,10.7,7.59,6.22,69.4,33.49,12:27
H4,4A,12/5/19,10.1,7.51,5.4,59.3,33.5,12:28
H4,4B,12/5/19,10.2,7.51,5.27,58.1,33.49,12:28
H4,4C,12/5/19,10.2,7.51,5.23,57.7,33.5,12:29
H5,5A,12/5/19,9.7,7.48,4.85,52.9,33.49,12:30
H5,5B,12/5/19,9.8,7.47,4.61,50.4,33.49,12:31
H5,5C,12/5/19,9.8,7.46,4.6,50.3,33.49,12:32
H6,6A,12/5/19,9.6,7.44,4.31,46.9,33.49,12:33
H6,6B,12/5/19,9.8,7.43,4.34,47.5,33.49,12:33
H6,6C,12/5/19,9.7,7.44,4.52,49,33.49,12:34
H1,1A,12/6/19,12.3,7.69,8.18,94.3,33.58,11:00
H1,1B,12/6/19,12.4,7.77,8.98,103.8,33.6,11:01
H1,1C,12/6/19,12.5,7.76,8.63,99.9,33.6,11:02
H2,2A,12/6/19,11.6,7.67,7.09,81.9,33.6,11:03
H2,2B,12/6/19,11.6,7.67,7.2,82.9,33.6,11:04
H2,2C,12/6/19,11.7,7.68,7.49,85.2,33.6,11:05
H3,3A,12/6/19,10.6,7.58,6.25,69.5,33.6,11:06
H3,3B,12/6/19,10.7,7.56,5.77,64.2,33.59,11:07
H3,3C,12/6/19,10.7,7.58,6.04,67.3,33.59,11:08
H4,4A,12/6/19,10.1,7.48,5.04,55.4,33.57,11:09
H4,4B,12/6/19,10.1,7.49,5,55,33.58,11:10
H4,4C,12/6/19,10.2,7.5,5.08,56,33.59,11:11
H5,5A,12/6/19,9.6,7.46,4.74,51.5,33.59,11:12
H5,5B,12/6/19,9.7,7.46,4.49,48.9,33.59,11:12
H5,5C,12/6/19,9.8,7.46,4.24,46.3,33.59,11:13
H6,6A,12/6/19,9.6,7.43,4.51,49.1,33.59,11:14
H6,6B,12/6/19,10,7.42,4.54,49.4,33.59,11:15
H6,6C,12/6/19,9.6,7.43,4.28,46.6,33.59,11:15
H1,1A,12/7/19,12.2,7.73,8.29,95.5,33.68,11:56
H1,1B,12/7/19,12.3,7.74,8.09,93.3,33.69,11:57
H1,1C,12/7/19,12.4,7.75,8.32,96.1,33.69,11:57
H2,2A,12/7/19,11.7,7.68,7.34,83.6,33.69,11:58
H2,2B,12/7/19,11.6,7.67,7.32,83.2,33.68,11:59
H2,2C,12/7/19,11.7,7.69,7.39,84.2,33.69,12:00
H3,3A,12/7/19,10.8,7.6,6.31,70.2,33.69,12:01
H3,3B,12/7/19,10.7,7.58,6.11,68.2,33.69,12:02
H3,3C,12/7/19,10.8,7.58,6.03,67.5,33.69,12:02
H4,4A,12/7/19,10.3,7.51,5.44,59.4,33.68,12:03
H4,4B,12/7/19,10.3,7.51,5.55,61.3,33.68,12:04
H4,4C,12/7/19,10.4,7.51,5.39,59.5,33.68,12:05
H5,5A,12/7/19,9.8,7.46,4.87,53.3,33.68,12:05
H5,5B,12/7/19,9.9,7.46,4.81,52.7,33.68,12:06
H5,5C,12/7/19,10,7.46,4.73,52,33.68,12:07
H6,6A,12/7/19,9.8,7.44,4.75,52,33.68,12:08
H6,6B,12/7/19,10,7.44,4.59,50.5,33.68,12:09
H6,6C,12/7/19,10,7.45,4.81,52.8,33.68,12:10
H1,1A,12/8/19,12.3,7.72,8.11,92.9,33.66,13:11
H1,1B,12/8/19,12.3,7.75,8.3,95.4,33.67,13:12
H1,1C,12/8/19,12.4,7.76,8.25,95.3,33.67,13:12
H2,2A,12/8/19,11.7,7.67,6.94,79.1,33.67,13:14
H2,2B,12/8/19,11.7,7.68,6.96,79.2,33.67,13:15
H2,2C,12/8/19,11.8,7.69,7.12,80.7,33.66,13:16
H3,3A,12/8/19,10.8,7.58,5.68,63.2,33.66,13:17
H3,3B,12/8/19,10.7,7.58,5.65,62.6,33.67,13:17
H3,3C,12/8/19,10.8,7.58,5.6,62.4,33.65,13:18
H4,4A,12/8/19,10.2,7.51,4.92,54.1,33.66,13:19
H4,4B,12/8/19,10.3,7.52,4.87,54,33.66,13:20
H4,4C,12/8/19,10.3,7.52,4.95,54.9,33.65,13:21
H5,5A,12/8/19,9.8,7.48,4.42,48.2,33.65,13:22
H5,5B,12/8/19,9.9,7.46,4.31,47.1,33.65,13:23
H5,5C,12/8/19,9.9,7.47,4.32,47.3,33.66,13:24
H6,6A,12/8/19,9.8,7.46,4.45,48.6,33.65,13:26
H6,6B,12/8/19,10,7.44,4.4,47.9,33.66,13:26
H6,6C,12/8/19,9.9,7.45,4.49,49.1,33.66,13:24
H1,1A,12/9/19,12.3,7.7,8.96,103.4,33.79,12:35
H1,1B,12/9/19,12.3,7.75,8.9,102.7,33.79,12:36
H1,1C,12/9/19,12.4,7.77,8.79,101.6,33.79,12:36
H2,2A,12/9/19,11.6,7.7,7.63,87.4,33.79,12:37
H2,2B,12/9/19,11.6,7.7,7.59,86.5,33.79,12:38
H2,2C,12/9/19,11.7,7.71,7.43,84.7,33.79,12:39
H3,3A,12/9/19,10.7,7.6,6.03,67.3,33.79,12:40
H3,3B,12/9/19,10.8,7.6,6.08,68,33.78,12:41
H3,3C,12/9/19,10.8,7.6,6.04,67.9,33.78,12:42
H4,4A,12/9/19,10.2,7.53,5.3,58.6,33.78,12:43
H4,4B,12/9/19,10.2,7.52,5.26,58.1,33.78,12:44
H4,4C,12/9/19,10.2,7.53,5.22,57.7,33.78,12:45
H5,5A,12/9/19,9.7,7.49,4.57,49.6,33.78,12:47
H5,5B,12/9/19,9.8,7.48,4.63,50.7,33.78,12:48
H5,5C,12/9/19,9.8,7.49,4.53,49.6,33.78,12:49
H6,6A,12/9/19,9.6,7.47,4.55,49.7,33.78,12:51
H6,6B,12/9/19,9.9,7.47,4.53,49.7,33.78,12:52
H6,6C,12/9/19,9.7,7.47,4.61,50.3,33.78,12:53
H1,1A,12/10/19,12.3,7.72,7.82,-90.5,33.99,13:25
H1,1B,12/10/19,12.3,7.76,8.17,-94.4,33.97,13:26
H1,1C,12/10/19,12.5,7.76,7.96,-92.3,33.97,13:27
H2,2A,12/10/19,11.7,7.68,6.98,-79.8,33.97,13:28
H2,2B,12/10/19,11.6,7.69,7.01,-80.2,33.96,13:29
H2,2C,12/10/19,11.7,7.69,7.03,-80.4,33.97,13:30
H3,3A,12/10/19,10.8,7.59,5.72,-64,33.96,13:31
H3,3B,12/10/19,10.8,7.59,5.66,-63.4,33.96,13:31
H3,3C,12/10/19,10.8,7.59,5.72,-64,33.96,13:32
H4,4A,12/10/19,10.2,7.53,5.1,-56.4,33.96,13:33
H4,4B,12/10/19,10.3,7.52,5.05,-55.9,33.96,13:33
H4,4C,12/10/19,10.4,7.52,5.05,-56,33.96,13:34
H5,5A,12/10/19,9.8,7.47,4.34,-47.5,33.96,13:35
H5,5B,12/10/19,9.9,7.46,4.19,-46,33.96,13:36
H5,5C,12/10/19,9.9,7.46,4.26,-47,33.96,13:37
H6,6A,12/10/19,9.8,7.45,4.47,-49.1,33.96,13:38
H6,6B,12/10/19,10,7.46,4.52,-49.9,33.96,13:39
H6,6C,12/10/19,10,7.46,4.71,-51.8,33.95,13:39
H1,1A,12/11/19,12.1,7.77,8.01,92.4,34.02,14:29
H1,1B,12/11/19,12.1,7.78,8.01,92.3,34.04,14:30
H1,1C,12/11/19,12.2,7.78,8,92.1,34.04,14:31
H2,2A,12/11/19,11.5,7.7,6.9,78.5,34.03,14:32
H2,2B,12/11/19,11.5,7.69,6.71,76.1,34.04,14:33
H2,2C,12/11/19,11.6,7.71,6.85,77.9,34.03,14:33
H3,3A,12/11/19,10.7,7.6,5.76,64.3,34.03,14:35
H3,3B,12/11/19,10.6,7.6,5.65,63,34.03,14:35
H3,3C,12/11/19,10.7,7.6,5.64,62.9,34.03,14:36
H4,4A,12/11/19,10.2,7.53,5.14,56.8,34.04,14:37
H4,4B,12/11/19,10.2,7.53,4.94,54.7,34.02,14:38
H4,4C,12/11/19,10.3,7.52,4.84,53.7,34.03,14:39
H5,5A,12/11/19,9.8,7.47,4.42,48.4,34.02,14:40
H5,5B,12/11/19,9.9,7.47,4.42,48.5,34.01,14:41
H5,5C,12/11/19,9.9,7.48,4.37,48,34.02,14:42
H6,6A,12/11/19,9.8,7.46,4.38,48.3,34.02,14:43
H6,6B,12/11/19,10.1,7.46,4.51,49.7,34.01,14:44
H6,6C,12/11/19,9.9,7.46,4.51,49.5,34.02,14:44
H1,1A,12/12/19,12.9,7.77,8.6,100,33.98,12:06
H1,1B,12/12/19,12.8,7.78,8.11,96.6,33.98,12:08
H1,1C,12/12/19,12.9,7.78,8.14,95.2,33.97,12:10
H2,2A,12/12/19,12.2,7.72,6.81,78.9,33.97,12:12
H2,2B,12/12/19,12.3,7.72,6.52,75.2,33.97,12:13
H2,2C,12/12/19,12.3,7.72,6.63,77.6,33.96,12:14
H3,3A,12/12/19,11.6,7.63,5.94,68.3,33.97,12:16
H3,3B,12/12/19,11.7,7.64,5.96,67.6,33.97,12:17
H3,3C,12/12/19,11.5,7.63,5.84,66.4,33.97,12:18
H4,4A,12/12/19,11,7.54,5.11,57.5,33.97,12:20
H4,4B,12/12/19,11.1,7.54,5.14,57.9,33.97,12:22
H4,4C,12/12/19,11.1,7.54,4.92,55.5,33.97,12:23
H5,5A,12/12/19,10.9,7.5,4.43,50,33.97,12:25
H5,5B,12/12/19,10.9,7.5,4.59,51.3,33.98,12:27
H5,5C,12/12/19,10.9,7.5,4.61,51.7,33.97,12:28
H6,6A,12/12/19,10.3,7.44,4.03,44.8,33.97,12:30
H6,6B,12/12/19,10.7,7.44,3.97,44.4,33.98,12:31
H6,6C,12/12/19,10.5,7.44,3.94,43.8,33.95,12:33
H1,1A,12/13/19,13.4,7.75,8.46,100.1,33.95,12:11
H1,1B,12/13/19,13.6,7.77,8.44,100.7,33.98,12:12
H1,1C,12/13/19,13.7,7.78,8.33,99.1,34.04,12:13
H2,2A,12/13/19,13.1,7.71,7.3,85.5,33.97,12:14
H2,2B,12/13/19,12.9,7.7,7.19,84.2,33.95,12:14
H2,2C,12/13/19,13.1,7.7,7.26,85.2,33.97,12:15
H3,3A,12/13/19,12.2,7.6,5.85,67.3,33.98,12:16
H3,3B,12/13/19,12.1,7.6,5.83,67.2,33.98,12:17
H3,3C,12/13/19,12.2,7.6,5.87,67.4,33.97,12:17
H4,4A,12/13/19,11.9,7.53,5.25,60.1,33.97,12:19
H4,4B,12/13/19,11.9,7.53,5.27,60.4,33.97,12:20
H4,4C,12/13/19,11.8,7.53,5.1,58.2,33.97,12:20
H5,5A,12/13/19,11.3,7.47,4.43,50.1,33.97,12:21
H5,5B,12/13/19,11.3,7.48,4.47,50.3,33.98,12:22
H5,5C,12/13/19,11.3,7.48,4.45,49.9,33.97,12:23
H6,6A,12/13/19,11,7.44,4.3,48.2,33.97,12:24
H6,6B,12/13/19,11.2,7.45,4.43,49.9,33.97,12:25
H6,6C,12/13/19,11.2,7.46,4.36,49.2,33.97,12:26
H1,1A,12/14/19,13.1,7.77,8.23,96.9,34.07,12:56
H1,1B,12/14/19,13.2,7.78,8.26,97.2,34.07,12:57
H1,1C,12/14/19,13.3,7.78,8.21,96.9,34.07,12:58
H2,2A,12/14/19,12.7,7.71,7.37,86.1,34.07,12:58
H2,2B,12/14/19,12.7,7.71,7.24,84.5,34.08,12:59
H2,2C,12/14/19,12.8,7.71,7.25,84.7,34.07,13:00
H3,3A,12/14/19,11.9,7.6,6,68.8,34.08,13:01
H3,3B,12/14/19,11.9,7.6,5.81,66.7,34.07,13:02
H3,3C,12/14/19,11.9,7.6,5.81,66.6,34.07,13:02
H4,4A,12/14/19,11.5,7.54,5.33,60.6,34.07,13:03
H4,4B,12/14/19,11.5,7.53,5.14,58.5,34.07,13:04
H4,4C,12/14/19,11.6,7.53,5.14,58.6,34.07,13:05
H5,5A,12/14/19,11,7.47,4.5,50.6,34.07,13:06
H5,5B,12/14/19,11.1,7.47,4.45,50,34.07,13:06
H5,5C,12/14/19,11.1,7.47,4.41,49.8,34.07,13:07
H6,6A,12/14/19,11,7.45,4.39,49.4,34.07,13:08
H6,6B,12/14/19,11.1,7.46,4.42,49.8,34.07,13:09
H6,6C,12/14/19,11.1,7.46,4.53,51,34.07,13:09
H1,1A,12/15/19,12.1,7.75,8.41,97.1,34.14,11:37
H1,1B,12/15/19,12.2,7.78,8.57,98.9,34.15,11:38
H1,1C,12/15/19,12.2,7.78,8.46,97.8,34.15,11:39
H2,2A,12/15/19,11.6,7.7,7.38,84.2,34.15,11:40
H2,2B,12/15/19,11.6,7.71,7.38,84.2,34.15,11:41
H2,2C,12/15/19,11.7,7.72,7.45,85.1,34.14,11:42
H3,3A,12/15/19,10.8,7.6,6.22,69.7,34.15,11:43
H3,3B,12/15/19,10.8,7.6,6.12,68.6,34.14,11:44
H3,3C,12/15/19,10.8,7.61,6.1,65.8,34.15,11:45
H4,4A,12/15/19,10.4,7.54,5.5,61.2,34.14,11:46
H4,4B,12/15/19,10.4,7.53,5.36,59.5,34.14,11:48
H4,4C,12/15/19,10.5,7.54,5.44,60.6,34.14,11:49
H5,5A,12/15/19,9.9,7.48,4.83,53,34.14,11:50
H5,5B,12/15/19,10.1,7.49,4.77,52.6,34.13,11:51
H5,5C,12/15/19,10.1,7.49,4.75,52.4,34.13,11:52
H6,6A,12/15/19,9,7.45,4.63,50.8,34.13,11:53
H6,6B,12/15/19,9.9,7.45,4.59,50.4,34.14,11:54
H6,6C,12/15/19,9.9,7.46,4.86,53.4,34.13,11:54
