TIMESTEP,VTYPE,VID,SAMPLE,RUN,CS,TIME1,DO1,TEMP1,TIME2,DO2,TEMP2,TIME3,DO3,TEMP3,TIME4,DO4,TEMP4,TIME5,DO5,TEMP5,TIME6,DO6,TEMP6,TIME7,DO7,TEMP7,BW (g),WW (g),Diam,Height,GF,SOMF,GF_G,SOMF_SOM,GF_AFG,SOMF_AFSOM,Color,GrazingCorr_gWWperday,TRT,STYPE
4,S,3,2BSF18,45,S,14:42,5.8,12.1,14:48,5.71,12.1,14:52,5.55,12.1,14:56,5.39,12.1,15:01,5.33,12.1,15:07,5.13,12.1,15:12,5.03,12.1,1.6181,8.8868,27,14,1.7647,1.6889,1.7031,4.7458,1.4531,4.3289,NA,0.422740494,2,S
4,S,5,2CSF21,45,S,14:43,5.97,12.1,14:48,5.72,12.1,14:53,5.52,12.1,14:57,5.31,12.1,15:01,5.1,12.1,15:07,4.84,12.1,15:12,4.7,12.1,1.592,8.6474,26,13,1.6216,1.6004,1.6275,4.5145,1.6902,4.0929,NA,-0.03084704,2,S
4,L,17,2CSF22,45,S,14:46,6.88,12.1,14:50,6.71,12.1,14:55,6.61,12.1,14:59,6.5,12.1,15:04,6.37,12.1,15:09,6.23,12.1,15:14,6.13,12.1,1.9851,11.0874,28,20,1.6307,1.5506,1.6059,5.342,1.6048,4.7942,NA,0.981056561,2,S
4,S,6,2CSF23,45,S,,,,,,,,,,,,,,,,,,,,,,1.3397,7.9862,26,15,1.523,1.5376,1.5918,4.0175,1.5587,3.625,NA,0.497184462,2,S
4,S,7,2CSF24,45,S,,,,,,,,,,,,,,,,,,,,,,1.0682,6.3126,24,14,1.5549,1.6387,1.6746,3.5627,1.6438,3.2478,NA,0.211955698,2,S
4,S,9,2CSF25,45,S,14:45,6.21,12.1,14:50,6.05,12.1,14:54,5.94,12.1,14:58,5.82,12.1,15:03,5.65,12.1,15:08,5.52,12.1,15:13,5.36,12.1,0.9238,5.4397,22,12,1.5262,1.4599,1.4703,3.2568,1.4611,2.9916,NA,0.130871111,2,S
4,S,10,2CSF26,45,S,14:45,6.36,12.1,14:50,6.24,12.1,14:54,6.14,12.1,14:59,6.11,12.1,15:04,5.96,12.1,15:09,5.84,12.1,15:13,5.72,12.1,0.8005,4.7763,22,12,1.3622,1.4088,1.4208,2.8851,1.4102,2.6608,NA,0.410532309,2,S
4,L,19,2CSF28,45,S,14:47,6.74,12.1,14:51,6.54,12.1,14:55,6.37,12.1,15:00,6.2,12.1,15:05,5.99,12.1,15:10,5.83,12.1,15:14,5.71,12.1,3.4367,20.8161,38,24,1.4012,1.4,1.5104,7.6504,1.4204,6.792,NA,0.085173291,2,S
4,S,1,3ASF04,38,S,12:34,4.54,11.4,12:42,4.31,11.5,12:48,4.11,11.5,12:54,3.92,11.5,13:00,3.76,11.5,13:06,3.48,11.5,13:13,3.26,11.5,1.519,9.4128,27,14,1.325,1.3569,1.369,4.1933,1.3326,3.7395,NA,0.352414141,3,S
4,S,2,3ASF06,38,S,12:34,5.2,11.4,12:42,5,11.5,12:48,4.67,11.5,12:54,4.5,11.5,13:00,4.38,11.5,13:07,4.22,11.5,13:14,4.06,11.5,1.5419,8.8622,26,15,1.3328,1.3344,1.4267,4.1812,1.3419,3.7257,NA,0.279059096,3,S
